1,2,,,,,,,,,,,,,,,,,,
2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,0,1,0,1,0,1,0,0,0,0,1,0,1,0,1,0,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,0,1,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
10,1,1,14,2,,,,,,,,,,,,,,,
15,1,1,2,0,,,,,,,,,,,,,,,
1,7,0,18,1,,,,,,,,,,,,,,,
15,13,1,2,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,
2,10,0,1,1,,,,,,,,,,,,,,,
13,5,0,1,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
2,10,0,1,1,0,,,,,,,,,,,,,,
1,7,2,1,1,1,,,,,,,,,,,,,,
13,5,0,1,2,0,,,,,,,,,,,,,,
10,1,0,1,2,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
