0,2,,,,,,,,,,,,,,,,,,
2,1,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,2
2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2
2,1,1,1,1,1,1,0,1,1,1,1,1,1,1,1,1,1,1,2
2,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,2
2,1,1,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,0,2
2,0,0,0,0,0,1,1,1,0,1,1,1,1,1,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,1,1,1,1,1,1,1,1,1,0,0,0,0,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,2
,,,,,,,,,,,,,,,,,,,
8,,,,,,,,,,,,,,,,,,,
10,0,1,15,2,,,,,,,,,,,,,,,
2,3,1,11,0,,,,,,,,,,,,,,,
18,9,1,3,0,,,,,,,,,,,,,,,
9,9,0,10,0,,,,,,,,,,,,,,,
13,1,1,3,0,,,,,,,,,,,,,,,
17,3,1,3,0,,,,,,,,,,,,,,,
4,1,1,3,3,,,,,,,,,,,,,,,
5,4,1,7,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,
17,2,0,0,2,,,,,,,,,,,,,,,
2,1,1,0,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
17,2,0,1,2,0,,,,,,,,,,,,,,
10,0,0,1,2,1,,,,,,,,,,,,,,
2,1,1,1,3,0,,,,,,,,,,,,,,
4,1,0,1,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
