1,-2,,,,,,,,,,,,,,,,,,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
2,1,1,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,0,2
2,1,0,0,0,0,0,0,0,0,0,1,0,1,1,1,1,0,0,2
2,0,0,1,0,0,0,0,0,0,0,1,0,0,1,1,1,0,0,2
2,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,2
2,1,1,1,1,1,1,0,0,0,1,0,0,0,0,0,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,2
2,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,2
2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
4,9,1,6,0,,,,,,,,,,,,,,,
6,1,1,3,2,,,,,,,,,,,,,,,
15,1,0,3,1,,,,,,,,,,,,,,,
5,7,0,8,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,
6,7,1,0,2,,,,,,,,,,,,,,,
12,14,1,0,1,,,,,,,,,,,,,,,
15,2,0,0,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,
12,14,1,1,1,0,,,,,,,,,,,,,,
15,1,2,1,1,1,,,,,,,,,,,,,,
6,7,1,1,2,0,,,,,,,,,,,,,,
6,1,0,1,2,1,,,,,,,,,,,,,,
15,2,0,1,3,0,,,,,,,,,,,,,,
5,7,2,2,3,1,,,,,,,,,,,,,,
