0,0,,,,,,,,,,,,,,,,,,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,1,0,0,2
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2
2,1,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2
,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,
1,10,0,14,0,,,,,,,,,,,,,,,
5,10,1,3,0,,,,,,,,,,,,,,,
1,8,0,12,0,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
0,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
