1,0,,,,,,,,,,,,,,,,,,
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,2
2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,
17,9,1,2,2,,,,,,,,,,,,,,,
11,7,0,3,1,,,,,,,,,,,,,,,
8,3,1,5,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,
15,6,1,0,3,,,,,,,,,,,,,,,
7,14,0,0,1,,,,,,,,,,,,,,,
12,14,0,0,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,
7,14,0,1,1,1,,,,,,,,,,,,,,
11,7,2,1,1,0,,,,,,,,,,,,,,
12,14,0,1,2,1,,,,,,,,,,,,,,
17,9,0,1,2,0,,,,,,,,,,,,,,
15,6,1,1,3,1,,,,,,,,,,,,,,
8,3,0,1,3,0,,,,,,,,,,,,,,
