1,1,,,,,,,,,,,,,,,,,,
2,1,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,2
2,1,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2
2,0,0,1,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,2
2,1,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,2
2,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,2
2,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,2
2,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,1,0,2
2,1,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,2
2,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,2
2,0,0,0,0,1,1,0,0,1,1,1,0,0,0,0,0,0,0,2
2,0,0,0,1,0,0,0,1,1,1,0,1,0,0,0,0,0,0,2
2,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,0,0,0,2
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
1.5,9,0,18,0,,,,,,,,,,,,,,,
4,1,1,14,1,,,,,,,,,,,,,,,
7,1,1,14,2,,,,,,,,,,,,,,,
1.5,4,0,18,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
3,,,,,,,,,,,,,,,,,,,
16,15,0,0,1,,,,,,,,,,,,,,,
8,13,0,0,2,,,,,,,,,,,,,,,
5,8,1,0,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
6,,,,,,,,,,,,,,,,,,,
16,15,0,1,1,0,,,,,,,,,,,,,,
4,1,0,1,1,1,,,,,,,,,,,,,,
8,13,0,1,2,0,,,,,,,,,,,,,,
7,1,0,1,2,1,,,,,,,,,,,,,,
5,8,1,1,3,0,,,,,,,,,,,,,,
1,4,2,2,3,1,,,,,,,,,,,,,,
