1,1,,,,,,,,,,,,,,,,,,
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,2
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2
2,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,1,1,1,1,1,1,1,1,1,1,0,1,1,1,1,1,2
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,0,0,1,1,1,0,0,1,1,1,1,1,1,1,1,1,0,2
2,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,1,0,2
2,0,0,1,1,1,1,1,1,1,0,0,1,1,1,1,1,1,0,2
2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0,0,0,2
2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
16,0,1,9,2,,,,,,,,,,,,,,,
9,10,1,5,0,,,,,,,,,,,,,,,
6,0,1,13,0,,,,,,,,,,,,,,,
12,2,1,9,3,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
2,,,,,,,,,,,,,,,,,,,
15,9,1,1,3,,,,,,,,,,,,,,,
1,7,0,0,2,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
4,,,,,,,,,,,,,,,,,,,
1,7,0,1,2,0,,,,,,,,,,,,,,
16,0,0,1,2,1,,,,,,,,,,,,,,
15,9,1,1,3,0,,,,,,,,,,,,,,
12,2,0,1,3,1,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,
